YEAR,SOURCE,Data Source ID,ORG_UNIT,ORG_NAME,ORG_TYPE,ORG_PART,ENERGY_TYPE,ENERGY_UNIT,SUB_SECTOR,CATEGORY,SUB_CATEGORY,CONSUMPTION_TOTAL,CONNECTION_TOTAL,EMISSIONS_TCO2e,EMISSIONS_TCO2eWithimports
2020,BC Hydro,9080,5923008,Port Alberni,City,1005923,ELEC,kWh,Res,Res-Total,Res-Total-Total,96371327.18,8739,1027.960823,3755.269382
2020,BC Hydro,9080,5923025,Tofino,District Municipality,1005923,ELEC,kWh,Res,Res-Total,Res-Total-Total,21533683.27,1315,229.6926215,839.095858
2020,BC Hydro,9080,5923019,Ucluelet,District Municipality,1005923,ELEC,kWh,Res,Res-Total,Res-Total-Total,16019658.48,1234,170.8763571,624.232692
2020,BC Hydro,9080,2005923,Alberni-Clayoquot Unincorporated Areas,Regional District Unincorporated Areas,1005923,ELEC,kWh,Res,Res-Total,Res-Total-Total,77190638.91,5538,823.3668151,3007.861896
2020,BC Hydro,9080,1005923,Alberni-Clayoquot,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,211115307.8,16826,2251.896617,8226.459829
2020,BC Hydro,9080,5951022,Burns Lake,Village,1005951,ELEC,kWh,Res,Res-Total,Res-Total-Total,8150521.254,879,86.93889337,317.5986449
2020,BC Hydro,9080,5951013,Fort St. James,District Municipality,1005951,ELEC,kWh,Res,Res-Total,Res-Total-Total,7374658.269,811,78.66302154,287.3658506
2020,BC Hydro,9080,5951009,Fraser Lake,Village,1005951,ELEC,kWh,Res,Res-Total,Res-Total-Total,4103444.549,540,43.77007519,159.8975559
2020,BC Hydro,9080,5951032,Granisle,Village,1005951,ELEC,kWh,Res,Res-Total,Res-Total-Total,3030178.895,264,32.32190821,118.0759709
2020,BC Hydro,9080,5951034,Houston,District Municipality,1005951,ELEC,kWh,Res,Res-Total,Res-Total-Total,14878431.38,1530,158.703268,579.762876
2020,BC Hydro,9080,5951043,Smithers,Town,1005951,ELEC,kWh,Res,Res-Total,Res-Total-Total,24397704.17,2543,260.2421778,950.6972059
2020,BC Hydro,9080,5951038,Telkwa,Village,1005951,ELEC,kWh,Res,Res-Total,Res-Total-Total,6258315.245,579,66.75536261,243.865684
2020,BC Hydro,9080,5951007,Vanderhoof,District Municipality,1005951,ELEC,kWh,Res,Res-Total,Res-Total-Total,22588231.58,1984,240.9411369,880.1880906
2020,BC Hydro,9080,2005951,Bulkley-Nechako Unincorporated Areas,Regional District Unincorporated Areas,1005951,ELEC,kWh,Res,Res-Total,Res-Total-Total,131234054.2,10273,1399.829911,5113.753645
2020,BC Hydro,9080,1005951,Bulkley-Nechako,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,222015539.5,19403,2368.165755,8651.205524
2020,BC Hydro,9080,5917015,Central Saanich,District Municipality,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,103385528.4,7036,1102.77897,4028.589425
2020,BC Hydro,9080,5917041,Colwood,City,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,88943521.29,7253,948.7308937,3465.832546
2020,BC Hydro,9080,5917040,Esquimalt,District Municipality,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,71893785.21,8406,766.8670422,2801.461164
2020,BC Hydro,9080,5917049,Highlands,District Municipality,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,20317887.3,989,216.7241312,791.7203417
2020,BC Hydro,9080,5917044,Langford,City,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,201275777.8,18185,2146.941629,7843.04614
2020,BC Hydro,9080,5917042,Metchosin,District Municipality,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,38546967.51,2026,411.1676534,1502.046834
2020,BC Hydro,9080,5917005,North Saanich,District Municipality,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,98731090.92,5152,1053.131636,3847.221509
2020,BC Hydro,9080,5917030,Oak Bay,District Municipality,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,89907094.94,7972,959.0090126,3503.379799
2020,BC Hydro,9080,5917021,Saanich,District Municipality,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,600283473.2,45994,6403.023714,23391.046
2020,BC Hydro,9080,5917010,Sidney,Town,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,61675010.1,6170,657.8667744,2403.26956
2020,BC Hydro,9080,5917052,Sooke,District Municipality,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,87950906.46,6446,938.1430022,3427.153655
2020,BC Hydro,9080,5917034,Victoria,City,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,329486573.8,49983,3514.523454,12838.99349
2020,BC Hydro,9080,5917047,View Royal,Town,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,54181305,5043,577.93392,2111.264851
2020,BC Hydro,9080,2005917,Capital Unincorporated Areas,Regional District Unincorporated Areas,1005917,ELEC,kWh,Res,Res-Total,Res-Total-Total,82377667.66,5666,878.6951217,3209.983116
2020,BC Hydro,9080,1005917,Capital,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,1928956589,176321,20575.53695,75165.00844
2020,BC Hydro,9080,5941005,One Hundred Mile House,District Municipality,1005941,ELEC,kWh,Res,Res-Total,Res-Total-Total,7433526.219,982,79.29094634,289.6597383
2020,BC Hydro,9080,5941013,Quesnel,City,1005941,ELEC,kWh,Res,Res-Total,Res-Total-Total,37448305.65,4667,399.4485936,1459.235644
2020,BC Hydro,9080,5941025,Wells,District Municipality,1005941,ELEC,kWh,Res,Res-Total,Res-Total-Total,2248442.528,220,23.98338697,87.61431051
2020,BC Hydro,9080,5941009,Williams Lake,City,1005941,ELEC,kWh,Res,Res-Total,Res-Total-Total,41654798.69,4906,444.3178527,1623.148656
2020,BC Hydro,9080,2005941,Cariboo Unincorporated Areas,Regional District Unincorporated Areas,1005941,ELEC,kWh,Res,Res-Total,Res-Total-Total,252041717.3,22901,2688.444984,9821.225582
2020,BC Hydro,9080,1005941,Cariboo,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,340826790.4,33676,3635.485764,13280.88393
2020,BC Hydro,9080,2005945,Central Coast Unincorporated Areas,Regional District Unincorporated Areas,1005945,ELEC,kWh,Res,Res-Total,Res-Total-Total,18200693.61,1463,194.1407319,709.2203611
2020,BC Hydro,9080,1005945,Central Coast,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,18200693.61,1463,194.1407319,709.2203611
2020,BC Hydro,9080,5903050,Nakusp,Village,1005903,ELEC,kWh,Res,Res-Total,Res-Total-Total,12487604.06,892,133.20111,486.6003049
2020,BC Hydro,9080,5903032,New Denver,Village,1005903,ELEC,kWh,Res,Res-Total,Res-Total-Total,3693833.327,348,39.40088882,143.936372
2020,BC Hydro,9080,5903027,Silverton,Village,1005903,ELEC,kWh,Res,Res-Total,Res-Total-Total,1818951.17,160,19.40214582,70.87846393
2020,BC Hydro,9080,2005903,Central Kootenay Unincorporated Areas,Regional District Unincorporated Areas,1005903,ELEC,kWh,Res,Res-Total,Res-Total-Total,27850709.85,2395,297.0742384,1085.249327
2020,BC Hydro,9080,1005903,Central Kootenay,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,45851098.4,3795,489.078383,1786.664468
2020,BC Hydro,9080,5935010,Kelowna,City,1005935,ELEC,kWh,Res,Res-Total,Res-Total-Total,564416.4697,28,6.020442343,21.99342843
2020,BC Hydro,9080,5935016,Lake Country,District Municipality,1005935,ELEC,kWh,Res,Res-Total,Res-Total-Total,81885648.13,6273,873.4469134,3190.810755
2020,BC Hydro,9080,5935018,Peachland,District Municipality,1005935,ELEC,kWh,Res,Res-Total,Res-Total-Total,29963775.83,2864,319.6136089,1167.588465
2020,BC Hydro,9080,5935029,West Kelowna,District Municipality,1005935,ELEC,kWh,Res,Res-Total,Res-Total-Total,161160740.6,14441,1719.047899,6279.896857
2020,BC Hydro,9080,2005935,Central Okanagan Unincorporated Areas,Regional District Unincorporated Areas,1005935,ELEC,kWh,Res,Res-Total,Res-Total-Total,71948742.38,6682,767.453252,2803.602661
2020,BC Hydro,9080,1005935,Central Okanagan,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,345523323.4,30288,3685.582116,13463.89217
2020,BC Hydro,9080,5939007,Golden,Town,1005939,ELEC,kWh,Res,Res-Total,Res-Total-Total,24446124.76,1916,260.7586641,952.5839948
2020,BC Hydro,9080,5939019,Revelstoke,City,1005939,ELEC,kWh,Res,Res-Total,Res-Total-Total,50215084.77,3883,535.6275709,1956.71447
2020,BC Hydro,9080,5939032,Salmon Arm,City,1005939,ELEC,kWh,Res,Res-Total,Res-Total-Total,81301577.23,8611,867.2168238,3168.051459
2020,BC Hydro,9080,5939045,Sicamous,District Municipality,1005939,ELEC,kWh,Res,Res-Total,Res-Total-Total,29021501.61,2241,309.5626838,1130.871179
2020,BC Hydro,9080,2005939,Columbia-Shuswap Unincorporated Areas,Regional District Unincorporated Areas,1005939,ELEC,kWh,Res,Res-Total,Res-Total-Total,212119321.6,15529,2262.606097,8265.582897
2020,BC Hydro,9080,1005939,Columbia-Shuswap,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,397103609.9,32180,4235.771839,15473.804
2020,BC Hydro,9080,5926005,Comox,Town,1005926,ELEC,kWh,Res,Res-Total,Res-Total-Total,72465279.77,6684,772.9629842,2823.730402
2020,BC Hydro,9080,5926010,Courtenay,City,1005926,ELEC,kWh,Res,Res-Total,Res-Total-Total,146725644.2,13377,1565.073538,5717.409269
2020,BC Hydro,9080,5926014,Cumberland,Village,1005926,ELEC,kWh,Res,Res-Total,Res-Total-Total,21599903.14,1968,230.3989668,841.6762257
2020,BC Hydro,9080,2005926,Comox Valley Unincorporated Areas,Regional District Unincorporated Areas,1005926,ELEC,kWh,Res,Res-Total,Res-Total-Total,179643367.4,11253,1916.195919,7000.103216
2020,BC Hydro,9080,1005926,Comox Valley,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,420434194.5,33282,4484.631408,16382.91911
2020,BC Hydro,9080,5919012,Duncan,City,1005919,ELEC,kWh,Res,Res-Total,Res-Total-Total,23624985.46,2644,251.9998449,920.5869334
2020,BC Hydro,9080,5919021,Ladysmith,Town,1005919,ELEC,kWh,Res,Res-Total,Res-Total-Total,45196242.13,4132,482.0932494,1761.146902
2020,BC Hydro,9080,5919016,Lake Cowichan,Town,1005919,ELEC,kWh,Res,Res-Total,Res-Total-Total,23314249.68,1709,248.6853299,908.4785957
2020,BC Hydro,9080,5919008,North Cowichan,District Municipality,1005919,ELEC,kWh,Res,Res-Total,Res-Total-Total,189125801,14545,2017.341877,7369.602046
2020,BC Hydro,9080,2005919,Cowichan Valley Unincorporated Areas,Regional District Unincorporated Areas,1005919,ELEC,kWh,Res,Res-Total,Res-Total-Total,293660136.1,17738,3132.374785,11442.95664
2020,BC Hydro,9080,1005919,Cowichan Valley,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,574921414.3,40768,6132.495086,22402.77111
2020,BC Hydro,9080,5901043,Canal Flats,Village,1005901,ELEC,kWh,Res,Res-Total,Res-Total-Total,5923689.464,508,63.18602095,230.8264328
2020,BC Hydro,9080,5901022,Cranbrook,City,1005901,ELEC,kWh,Res,Res-Total,Res-Total-Total,70000244.32,9027,746.6692727,2727.676187
2020,BC Hydro,9080,5901003,Elkford,District Municipality,1005901,ELEC,kWh,Res,Res-Total,Res-Total-Total,12155501.7,1443,129.6586848,473.6593831
2020,BC Hydro,9080,5901012,Fernie,City,1005901,ELEC,kWh,Res,Res-Total,Res-Total-Total,24858448.2,3023,265.1567808,968.6508648
2020,BC Hydro,9080,5901039,Invermere,District Municipality,1005901,ELEC,kWh,Res,Res-Total,Res-Total-Total,32553776.03,2206,347.2402776,1268.512139
2020,BC Hydro,9080,5901028,Kimberley,City,1005901,ELEC,kWh,Res,Res-Total,Res-Total-Total,31762705.76,4241,338.8021947,1237.686768
2020,BC Hydro,9080,5901040,Radium Hot Springs,Village,1005901,ELEC,kWh,Res,Res-Total,Res-Total-Total,14021046.37,1285,149.5578279,546.35344
2020,BC Hydro,9080,5901006,Sparwood,District Municipality,1005901,ELEC,kWh,Res,Res-Total,Res-Total-Total,15198410.23,2186,162.1163758,592.2313852
2020,BC Hydro,9080,2005901,East Kootenay Unincorporated Areas,Regional District Unincorporated Areas,1005901,ELEC,kWh,Res,Res-Total,Res-Total-Total,174513375.7,14464,1861.476007,6800.204538
2020,BC Hydro,9080,1005901,East Kootenay,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,380987197.7,38383,4063.863442,14845.80114
2020,BC Hydro,9080,5909052,Abbotsford,City,1005909,ELEC,kWh,Res,Res-Total,Res-Total-Total,627341199.9,48948,6691.639466,24445.39542
2020,BC Hydro,9080,5909020,Chilliwack,City,1005909,ELEC,kWh,Res,Res-Total,Res-Total-Total,455280271.1,36105,4856.322892,17740.75456
2020,BC Hydro,9080,5909027,Harrison Hot Springs,Village,1005909,ELEC,kWh,Res,Res-Total,Res-Total-Total,8597692.914,1138,91.70872442,335.0234339
2020,BC Hydro,9080,5909009,Hope,District Municipality,1005909,ELEC,kWh,Res,Res-Total,Res-Total-Total,32284894.83,3343,344.3722115,1258.034735
2020,BC Hydro,9080,5909032,Kent,District Municipality,1005909,ELEC,kWh,Res,Res-Total,Res-Total-Total,41647501.37,2560,444.2400146,1622.864303
2020,BC Hydro,9080,5909056,Mission,District Municipality,1005909,ELEC,kWh,Res,Res-Total,Res-Total-Total,199840848,13602,2131.635712,7787.13171
2020,BC Hydro,9080,2005909,Fraser Valley Unincorporated Areas,Regional District Unincorporated Areas,1005909,ELEC,kWh,Res,Res-Total,Res-Total-Total,160114294.6,10940,1707.885809,6239.120345
2020,BC Hydro,9080,1005909,Fraser Valley,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,1525106703,116636,16267.80483,59428.32451
2020,BC Hydro,9080,5953033,Mackenzie,District Municipality,1005953,ELEC,kWh,Res,Res-Total,Res-Total-Total,14468474.81,1897,154.330398,563.7882351
2020,BC Hydro,9080,5953012,McBride,Village,1005953,ELEC,kWh,Res,Res-Total,Res-Total-Total,4636168.79,313,49.45246709,180.6560438
2020,BC Hydro,9080,5953023,Prince George,City,1005953,ELEC,kWh,Res,Res-Total,Res-Total-Total,277527196.6,31566,2960.290097,10814.30976
2020,BC Hydro,9080,5953007,Valemount,Village,1005953,ELEC,kWh,Res,Res-Total,Res-Total-Total,8206113.862,646,87.53188119,319.7649035
2020,BC Hydro,9080,2005953,Fraser-Fort George Unincorporated Areas,Regional District Unincorporated Areas,1005953,ELEC,kWh,Res,Res-Total,Res-Total-Total,103038775.3,7576,1099.08027,4015.077612
2020,BC Hydro,9080,1005953,Fraser-Fort George,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,407876729.4,41998,4350.685113,15893.59656
2020,BC Hydro,9080,5915038,Anmore,Village,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,13858959.33,764,147.8288995,540.0374486
2020,BC Hydro,9080,5915036,Belcarra,Village,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,5312754.123,295,56.66937731,207.020319
2020,BC Hydro,9080,5915062,Bowen Island,Island Municipality,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,39008843.76,2057,416.0943335,1520.044612
2020,BC Hydro,9080,5915025,Burnaby,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,676518300.9,95918,7216.19521,26361.66312
2020,BC Hydro,9080,5915034,Coquitlam,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,447702249.6,53593,4775.490663,17445.46433
2020,BC Hydro,9080,5915011,Delta,District Municipality,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,346268815.1,35772,3693.534027,13492.94149
2020,BC Hydro,9080,5915002,Langley,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,92779236.03,12659,989.6451843,3615.297564
2020,BC Hydro,9080,5915001,Langley,District Municipality,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,599477651.9,45948,6394.428287,23359.64583
2020,BC Hydro,9080,5915065,Lions Bay,Village,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,13842179.73,556,147.6499171,539.3836034
2020,BC Hydro,9080,5915075,Maple Ridge,District Municipality,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,365954843.4,32566,3903.51833,14260.0404
2020,BC Hydro,9080,5915051,North Vancouver,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,155943558.8,26692,1663.397961,6076.600675
2020,BC Hydro,9080,5915046,North Vancouver,District Municipality,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,301829118.9,29853,3219.510601,11761.27466
2020,BC Hydro,9080,5915070,Pitt Meadows,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,84436033.74,7505,900.6510266,3290.190781
2020,BC Hydro,9080,5915039,Port Coquitlam,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,190993487.6,21932,2037.263868,7442.379568
2020,BC Hydro,9080,5915043,Port Moody,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,103901496.6,13180,1108.28263,4048.694984
2020,BC Hydro,9080,5915015,Richmond,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,596073739.4,83005,6358.119887,23227.00671
2020,BC Hydro,9080,5915004,Surrey,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,1647806512,163041,17576.60279,64209.52708
2020,BC Hydro,9080,5915022,Vancouver,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,1846383205,287597,19694.75418,71947.39888
2020,BC Hydro,9080,5915055,West Vancouver,District Municipality,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,230119350.2,17840,2454.606403,8966.984015
2020,BC Hydro,9080,5915007,White Rock,City,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,77030728.46,10550,821.6611035,3001.630719
2020,BC Hydro,9080,2005915,Metro-Vancouver Unincorporated Areas,Regional District Unincorporated Areas,1005915,ELEC,kWh,Res,Res-Total,Res-Total-Total,50478882.52,6186,538.4414135,1966.993789
2020,BC Hydro,9080,1005915,Metro-Vancouver,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,7920443176,953169,84484.72721,308633.2691
2020,BC Hydro,9080,5949022,Hazelton,Village,1005949,ELEC,kWh,Res,Res-Total,Res-Total-Total,2229148.594,148,23.77758501,86.86249022
2020,BC Hydro,9080,5949005,Kitimat,District Municipality,1005949,ELEC,kWh,Res,Res-Total,Res-Total-Total,46564781.68,4431,496.6910046,1814.474326
2020,BC Hydro,9080,5949024,New Hazelton,District Municipality,1005949,ELEC,kWh,Res,Res-Total,Res-Total-Total,4232833.737,295,45.15022653,164.9394213
2020,BC Hydro,9080,5949032,Stewart,District Municipality,1005949,ELEC,kWh,Res,Res-Total,Res-Total-Total,5712601.377,369,60.93441469,222.6010337
2020,BC Hydro,9080,5949011,Terrace,City,1005949,ELEC,kWh,Res,Res-Total,Res-Total-Total,52861501.53,5073,563.8560164,2059.83651
2020,BC Hydro,9080,2005949,Kitimat-Stikine Unincorporated Areas,Regional District Unincorporated Areas,1005949,ELEC,kWh,Res,Res-Total,Res-Total-Total,103623929,7325,1105.32191,4037.879101
2020,BC Hydro,9080,1005949,Kitimat-Stikine,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,215224795.9,17641,2295.731157,8386.592882
2020,BC Hydro,9080,5943008,Alert Bay,Village,1005943,ELEC,kWh,Res,Res-Total,Res-Total-Total,3503304.404,273,37.36858031,136.512095
2020,BC Hydro,9080,5943017,Port Alice,Village,1005943,ELEC,kWh,Res,Res-Total,Res-Total-Total,4434395.972,571,47.3002237,172.7936297
2020,BC Hydro,9080,5943023,Port Hardy,District Municipality,1005943,ELEC,kWh,Res,Res-Total,Res-Total-Total,23800922.14,2082,253.8765028,927.4425993
2020,BC Hydro,9080,5943012,Port McNeill,Town,1005943,ELEC,kWh,Res,Res-Total,Res-Total-Total,14695558.11,1125,156.7526199,572.6369144
2020,BC Hydro,9080,2005943,Mount Waddington Unincorporated Areas,Regional District Unincorporated Areas,1005943,ELEC,kWh,Res,Res-Total,Res-Total-Total,23729557.83,1797,253.1152836,924.6617703
2020,BC Hydro,9080,1005943,Mount Waddington,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,70163738.46,5848,748.4132102,2734.047009
2020,BC Hydro,9080,5921008,Lantzville,District Municipality,1005921,ELEC,kWh,Res,Res-Total,Res-Total-Total,27011166.54,1612,288.1191098,1052.535123
2020,BC Hydro,9080,5921007,Nanaimo,City,1005921,ELEC,kWh,Res,Res-Total,Res-Total-Total,473148386.2,42945,5046.916119,18437.01545
2020,BC Hydro,9080,5921018,Parksville,City,1005921,ELEC,kWh,Res,Res-Total,Res-Total-Total,70262475.11,7529,749.4664012,2737.894447
2020,BC Hydro,9080,5921023,Qualicum Beach,Town,1005921,ELEC,kWh,Res,Res-Total,Res-Total-Total,57934777.16,4905,617.9709564,2257.52515
2020,BC Hydro,9080,2005921,Nanaimo Unincorporated Areas,Regional District Unincorporated Areas,1005921,ELEC,kWh,Res,Res-Total,Res-Total-Total,345409619.5,22235,3684.369275,13459.46151
2020,BC Hydro,9080,1005921,Nanaimo,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,973766424.5,79226,10386.84186,37944.43167
2020,BC Hydro,9080,5937028,Armstrong,City,1005937,ELEC,kWh,Res,Res-Total,Res-Total-Total,20683189.34,2398,220.6206863,805.9549446
2020,BC Hydro,9080,5937010,Coldstream,District Municipality,1005937,ELEC,kWh,Res,Res-Total,Res-Total-Total,52048545.02,4343,555.1844803,2028.158304
2020,BC Hydro,9080,5937033,Enderby,City,1005937,ELEC,kWh,Res,Res-Total,Res-Total-Total,12885472.65,1502,137.4450416,502.1039175
2020,BC Hydro,9080,5937005,Lumby,Village,1005937,ELEC,kWh,Res,Res-Total,Res-Total-Total,8042227.414,879,85.78375908,313.3787949
2020,BC Hydro,9080,5937024,Spallumcheen,District Municipality,1005937,ELEC,kWh,Res,Res-Total,Res-Total-Total,39736053.53,2437,423.8512377,1548.381553
2020,BC Hydro,9080,5937014,Vernon,City,1005937,ELEC,kWh,Res,Res-Total,Res-Total-Total,176072232.3,19821,1878.103811,6860.947985
2020,BC Hydro,9080,2005937,North Okanagan Unincorporated Areas,Regional District Unincorporated Areas,1005937,ELEC,kWh,Res,Res-Total,Res-Total-Total,153658366.8,11276,1639.022579,5987.55436
2020,BC Hydro,9080,1005937,North Okanagan,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,463126087,42656,4940.011595,18046.47986
2020,BC Hydro,9080,5959816,Northern Rockies,Regional Municipality,1005959,ELEC,kWh,Res,Res-Total,Res-Total-Total,18074893.07,2308,192.7988594,704.3183333
2020,BC Hydro,9080,2005959,Northern Rockies Unincorporated Areas,Regional District Unincorporated Areas,1005959,ELEC,kWh,Res,Res-Total,Res-Total-Total,1820844.654,229,19.42234297,70.95224667
2020,BC Hydro,9080,1005959,Northern Rockies,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,19895737.72,2537,212.2212024,775.2705799
2020,BC Hydro,9080,2005907,Okanagan-Similkameen Unincorporated Areas,Regional District Unincorporated Areas,1005907,ELEC,kWh,Res,Res-Total,Res-Total-Total,6542319.469,399,69.78474101,254.932382
2020,BC Hydro,9080,1005907,Okanagan-Similkameen,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,6542319.469,399,69.78474101,254.932382
2020,BC Hydro,9080,5955010,Chetwynd,District Municipality,1005955,ELEC,kWh,Res,Res-Total,Res-Total-Total,11529841.76,1329,122.9849788,449.2795007
2020,BC Hydro,9080,5955014,Dawson Creek,City,1005955,ELEC,kWh,Res,Res-Total,Res-Total-Total,45385108.89,6148,484.1078282,1768.50641
2020,BC Hydro,9080,5955034,Fort St. John,City,1005955,ELEC,kWh,Res,Res-Total,Res-Total-Total,81912075.41,9950,873.7288044,3191.840539
2020,BC Hydro,9080,5955025,Hudson's Hope,District Municipality,1005955,ELEC,kWh,Res,Res-Total,Res-Total-Total,5191513.162,578,55.3761404,202.2959629
2020,BC Hydro,9080,5955005,Pouce Coupe,Village,1005955,ELEC,kWh,Res,Res-Total,Res-Total-Total,3134601.443,360,33.43574873,122.1449696
2020,BC Hydro,9080,5955030,Taylor,District Municipality,1005955,ELEC,kWh,Res,Res-Total,Res-Total-Total,6667795.079,663,71.12314751,259.8217482
2020,BC Hydro,9080,5955003,Tumbler Ridge,District Municipality,1005955,ELEC,kWh,Res,Res-Total,Res-Total-Total,10731013.9,1554,114.4641482,418.1518415
2020,BC Hydro,9080,2005955,Peace River Unincorporated Areas,Regional District Unincorporated Areas,1005955,ELEC,kWh,Res,Res-Total,Res-Total-Total,138377724.1,9867,1476.029057,5392.118649
2020,BC Hydro,9080,1005955,Peace River,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,302929673.8,30449,3231.249853,11804.15962
2020,BC Hydro,9080,5927008,Powell River,City,1005927,ELEC,kWh,Res,Res-Total,Res-Total-Total,64598209.22,6558,689.0475651,2517.176886
2020,BC Hydro,9080,2005927,Powell River Unincorporated Areas,Regional District Unincorporated Areas,1005927,ELEC,kWh,Res,Res-Total,Res-Total-Total,52054728.34,3735,555.2504357,2028.399248
2020,BC Hydro,9080,1005927,Powell River,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,116652937.6,10293,1244.298001,4545.576134
2020,BC Hydro,9080,5947023,Masset,Village,1005947,ELEC,kWh,Res,Res-Total,Res-Total-Total,5659879.387,531,60.37204679,220.5466334
2020,BC Hydro,9080,5947030,Port Clements,Village,1005947,ELEC,kWh,Res,Res-Total,Res-Total-Total,2356262.872,231,25.13347064,91.81570992
2020,BC Hydro,9080,5947007,Port Edward,District Municipality,1005947,ELEC,kWh,Res,Res-Total,Res-Total-Total,3150428.626,227,33.60457201,122.7617021
2020,BC Hydro,9080,5947012,Prince Rupert,City,1005947,ELEC,kWh,Res,Res-Total,Res-Total-Total,79562008.48,5985,848.6614237,3100.266264
2020,BC Hydro,9080,5947026,Queen Charlotte,Village,1005947,ELEC,kWh,Res,Res-Total,Res-Total-Total,5985539.316,509,63.8457527,233.2365153
2020,BC Hydro,9080,2005947,Skeena-Queen Charlotte Unincorporated Areas,Regional District Unincorporated Areas,1005947,ELEC,kWh,Res,Res-Total,Res-Total-Total,25297399.13,1853,269.8389241,985.7553196
2020,BC Hydro,9080,1005947,Skeena-Queen Charlotte,Regional District,9000000,ELEC,kWh,Res,Res-Total,Res-Total-Total,122011517.8,9336,1301.45619,4754.382144
2020,BC Hydro,9080,5931026,Lillooet,District Municipality,1005931,ELEC,kWh,Res,Res-Total,Res-Total-Total,17540656.34,1322,187.1003343,683.5009089
2020,BC Hydro,9080,5931012,Pemberton,Village,1005931,ELEC,kWh,Res,Res-Total,Res-Total-Total,18895078.94,1316,201.5475087,736.2782427
2020,BC Hydro,9080,5931006,Squamish,District Municipality,1005931,ELEC,kWh,Res,Res-Total,Res-Total-Total,107996976,9325,1151.967744,4208.282166
2020,BC Hydro,9080,5931020,Whistler,District Municipality,1005931,ELEC,kWh,Res,Res-Total,Res-Total-Total,180106749.6,11695,1921.138662,7018.159676
2020,BC Hydro,9080,2005931,Squamish-Lillooet Unincorporated Areas,Regional District Unincorporated Areas,1005931,ELEC,kWh,Res,Res-Total,Res-Total-Total,60159555.49,3889,641.7019252,2344.217345
